order_id,order_date,quarter,region,sales_rep,product_category,product_name,customer_type,deal_size,quantity,unit_price,discount_pct,deal_value,deal_status,sale_unit_price,revenue,unit_cost,cost,gross_profit,discount_band
ORD-103235,2024-05-28,2024-Q2,East,Devon Park,Flooring,Porcelain Tile 24x24,Homebuilder,Large,1192,45.31,0.0415,54009.52,Won,43.43,51768.56,30.81,36725.52,15043.04,0-5%
ORD-100352,2024-05-28,2024-Q2,North,Marcus Preston,Flooring,Carpet Tile Commercial,DIY/Individual,Medium,295,43.55,0.0712,12847.25,Lost,40.45,0.0,29.61,0.0,0.0,5-10%
ORD-100271,2024-05-28,2024-Q2,North,Dana Whitfield,Roofing,Ridge Vent 4ft,Retailer,Small,39,89.05,0.0209,3472.95,Won,87.19,3400.41,62.33,2430.87,969.54,0-5%
ORD-100187,2024-05-29,2024-Q2,North,Elena Vasquez,Concrete & Masonry,Brick Modular (pallet),Government/Municipal,Large,2183,21.39,0.0196,46694.37,Lost,20.97,0.0,16.68,0.0,0.0,0-5%
ORD-101901,2024-05-29,2024-Q2,South,Ronnie Prewitt,Flooring,Engineered Hardwood Oak,General Contractor,Large,982,37.31,0.1051,36638.42,Lost,33.39,0.0,25.37,0.0,0.0,10-15%
ORD-102031,2024-05-29,2024-Q2,South,Ronnie Prewitt,Lumber,2x4 SPF Stud 8ft,Homebuilder,Medium,1271,6.31,0.1731,8020.01,Lost,5.22,0.0,5.43,0.0,0.0,15-20%
ORD-103352,2024-05-29,2024-Q2,East,Nina Abrams,Roofing,Underlayment Synthetic,General Contractor,Large,274,109.31,0.0862,29950.94,Won,99.89,27369.86,76.52,20966.48,6403.38,5-10%
ORD-101877,2024-05-29,2024-Q2,South,Wade Hutchins,Lumber,LVL Beam 1.75x11.875,DIY/Individual,Small,501,5.87,0.1111,2940.87,Won,5.22,2615.22,5.05,2530.05,85.17,10-15%
ORD-104991,2024-05-29,2024-Q2,West,Ava Thornton,Flooring,Carpet Tile Commercial,General Contractor,Large,852,45.95,0.0546,39149.4,Won,43.44,37010.88,31.25,26625.0,10385.88,5-10%
ORD-106551,2024-05-29,2024-Q2,Central,Bianca Ruiz,Roofing,Standing Seam Metal Panel,Homebuilder,Small,32,101.49,0.0568,3247.68,Lost,95.72,0.0,71.04,0.0,0.0,5-10%
ORD-103228,2024-05-29,2024-Q2,East,Nina Abrams,Lumber,"Plywood CDX 3/4""",Homebuilder,Small,828,5.77,0.0464,4777.56,Won,5.5,4554.0,4.96,4106.88,447.12,0-5%
ORD-100279,2024-05-29,2024-Q2,North,Priya Nadella,Hardware & Fasteners,"Anchor Bolts 5/8""",Homebuilder,Small,1402,2.78,0.0289,3897.56,Won,2.7,3785.4,2.34,3280.68,504.72,0-5%
ORD-100278,2024-05-30,2024-Q2,North,Grant Holloway,Hardware & Fasteners,"Deck Screws #9 x 2.5""",Retailer,Small,787,2.69,0.0578,2117.03,Lost,2.53,0.0,2.26,0.0,0.0,5-10%
ORD-106580,2024-05-30,2024-Q2,Central,Bianca Ruiz,Hardware & Fasteners,"Framing Nails 3.5"" (5000ct)",Retailer,Small,442,3.03,0.0385,1339.26,Won,2.91,1286.22,2.55,1127.1,159.12,0-5%
ORD-103335,2024-05-30,2024-Q2,East,Nina Abrams,Roofing,Architectural Shingles (sq),Retailer,Medium,225,99.07,0.0663,22290.75,Lost,92.5,0.0,69.35,0.0,0.0,5-10%
ORD-104943,2024-05-30,2024-Q2,West,Maya Iyer,Lumber,2x4 SPF Stud 8ft,Retailer,Medium,897,5.77,0.072,5175.69,Lost,5.35,0.0,4.96,0.0,0.0,5-10%
ORD-100362,2024-05-30,2024-Q2,North,Grant Holloway,Windows & Doors,Sliding Patio Door,Government/Municipal,Large,148,267.56,0.0485,39598.88,Lost,254.57,0.0,176.59,0.0,0.0,0-5%
ORD-103240,2024-05-30,2024-Q2,East,Devon Park,Flooring,Engineered Hardwood Oak,General Contractor,Medium,541,44.22,0.0625,23923.02,Lost,41.45,0.0,30.07,0.0,0.0,5-10%
ORD-104921,2024-05-30,2024-Q2,West,Brett Okafor,Lumber,"Plywood CDX 3/4""",General Contractor,Medium,1802,5.71,0.0574,10289.42,Lost,5.38,0.0,4.91,0.0,0.0,5-10%
ORD-106494,2024-05-30,2024-Q2,Central,DerekSullivan,Concrete & Masonry,Brick Modular (pallet),DIY/Individual,Medium,406,19.17,0.0,7783.02,Lost,19.17,0.0,14.95,0.0,0.0,0-5%
ORD-104875,2024-05-30,2024-Q2,West,Maya Iyer,Lumber,2x4 SPF Stud 8ft,Retailer,Medium,1182,5.74,0.0652,6784.68,Won,5.37,6347.34,4.94,5839.08,508.26,5-10%
ORD-100182,2024-05-30,2024-Q2,North,Grant Holloway,Windows & Doors,Impact-Rated Window,General Contractor,Large,265,310.58,0.037,82303.7,Lost,299.09,0.0,204.98,0.0,0.0,0-5%
ORD-106503,2024-05-30,2024-Q2,Central,Hannah Voss,Windows & Doors,Sliding Patio Door,Government/Municipal,Large,130,322.1,0.1053,41873.0,Won,288.2,37466.0,212.59,27636.7,9829.3,10-15%
ORD-104934,2024-05-30,2024-Q2,West,Cole Sanderson,Flooring,Porcelain Tile 24x24,General Contractor,Large,959,45.95,0.0254,44066.05,Won,44.78,42944.02,31.25,29968.75,12975.27,0-5%
ORD-105006,2024-05-30,2024-Q2,West,Maya Iyer,Hardware & Fasteners,"Framing Nails 3.5"" (5000ct)",Government/Municipal,Small,209,2.62,0.037,547.58,Won,2.52,526.68,2.2,459.8,66.88,0-5%
ORD-105031,2024-05-30,2024-Q2,West,Sam Kowalski,Drywall,Drywall Tape 500ft,DIY/Individual,Small,72,13.88,0.0712,999.36,Won,12.89,928.08,11.38,819.36,108.72,5-10%
ORD-106573,2024-05-31,2024-Q2,Central,Owen Fletcher,Hardware & Fasteners,"Deck Screws #9 x 2.5""",Retailer,Small,1093,3.1,0.0197,3388.3,Won,3.04,3322.72,2.6,2841.8,480.92,0-5%
ORD-101915,2024-05-31,2024-Q2,South,Travis Buford,Hardware & Fasteners,"Deck Screws #9 x 2.5""",DIY/Individual,Small,416,3.14,0.0717,1306.24,Lost,2.91,0.0,2.64,0.0,0.0,5-10%
ORD-105014,2024-05-31,2024-Q2,West,Julia Reyes,Concrete & Masonry,Rebar #4 20ft,General Contractor,Large,1206,22.93,0.0854,27653.58,Won,20.97,25289.82,17.89,21575.34,3714.48,5-10%
ORD-100256,2024-05-31,2024-Q2,North,Elena Vasquez,Insulation,Rigid Foam R-10 4x8,DIY/Individual,Medium,210,30.48,0.0072,6400.8,Won,30.26,6354.6,23.16,4863.6,1491.0,0-5%
ORD-103389,2024-05-31,2024-Q2,East,Sofia Marchetti,Roofing,Underlayment Synthetic,Homebuilder,Large,720,87.3,0.0604,62856.0,Won,82.03,59061.6,61.11,43999.2,15062.4,5-10%
ORD-104910,2024-05-31,2024-Q2,West,Sam Kowalski,Insulation,Blown-In Cellulose,Homebuilder,Small,89,24.16,0.0449,2150.24,Lost,23.08,0.0,18.36,0.0,0.0,0-5%
ORD-106648,2024-05-31,2024-Q2,Central,Hannah Voss,Roofing,TPO Membrane 60mil,Homebuilder,Large,531,98.46,0.0782,52282.26,Won,90.76,48193.56,68.92,36596.52,11597.04,5-10%
ORD-100262,2024-05-31,2024-Q2,North,Tom Becker,Roofing,TPO Membrane 60mil,General Contractor,Medium,184,88.34,0.0482,16254.56,Lost,84.08,0.0,61.84,0.0,0.0,0-5%
ORD-104960,2024-05-31,2024-Q2,West,Ava Thornton,Flooring,Porcelain Tile 24x24,General Contractor,Medium,154,52.12,0.0504,8026.48,Lost,49.49,0.0,35.44,0.0,0.0,5-10%
ORD-103239,2024-05-31,2024-Q2,East,Nina Abrams,Concrete & Masonry,Brick Modular (pallet),Government/Municipal,Medium,537,23.28,0.0177,12501.36,Won,22.87,12281.19,18.16,9751.92,2529.27,0-5%
ORD-103311,2024-05-31,2024-Q2,East,Sofia Marchetti,Lumber,"OSB Sheathing 7/16""",Retailer,Small,216,6.59,0.0275,1423.44,Won,6.41,1384.56,5.67,1224.72,159.84,0-5%
ORD-103314,2024-06-01,2024-Q2,East,Sofia Marchetti,Drywall,Joint Compound 4.5gal,Retailer,Medium,718,13.94,0.0562,10008.92,Won,13.16,9448.88,11.43,8206.74,1242.14,5-10%
ORD-106546,2024-06-01,2024-Q2,Central,DerekSullivan,Insulation,Mineral Wool R-23,DIY/Individual,Small,144,24.92,0.0536,3588.48,Won,23.59,3396.96,18.94,2727.36,669.6,5-10%
ORD-104949,2024-06-01,2024-Q2,West,Sam Kowalski,Lumber,2x4 SPF Stud 8ft,General Contractor,Medium,903,5.91,0.0876,5336.73,Won,5.39,4867.17,5.08,4587.24,279.93,5-10%
ORD-103402,2024-06-01,2024-Q2,East,Andre Coleman,Windows & Doors,Fiberglass Entry Door,Retailer,Medium,43,267.77,0.034,11514.11,Lost,258.68,0.0,176.73,0.0,0.0,0-5%
ORD-101959,2024-06-01,2024-Q2,South,Miguel Santos,Lumber,2x6 Pressure-Treated 12ft,DIY/Individual,Small,729,6.49,0.1242,4731.21,Won,5.68,4140.72,5.58,4067.82,72.9,10-15%
ORD-100295,2024-06-01,2024-Q2,North,Tom Becker,Flooring,Carpet Tile Commercial,Homebuilder,Large,1107,38.48,0.0369,42597.36,Lost,37.06,0.0,26.17,0.0,0.0,0-5%
ORD-101879,2024-06-01,2024-Q2,South,Kayla Mendez,Lumber,LVL Beam 1.75x11.875,General Contractor,Medium,2010,5.47,0.1659,10994.7,Won,4.56,9165.6,4.7,9447.0,-281.4,15-20%
ORD-100223,2024-06-01,2024-Q2,North,Marcus Preston,Flooring,LVP Waterproof (sqft),Homebuilder,Large,1192,43.59,0.0592,51959.28,Lost,41.01,0.0,29.64,0.0,0.0,5-10%
ORD-106552,2024-06-01,2024-Q2,Central,DerekSullivan,Windows & Doors,Impact-Rated Window,Retailer,Large,152,316.31,0.131,48079.12,Won,274.87,41780.24,208.76,31731.52,10048.72,10-15%
ORD-100236,2024-06-01,2024-Q2,North,Priya Nadella,Concrete & Masonry,Rebar #4 20ft,General Contractor,Large,1454,21.11,0.0932,30693.94,Lost,19.14,0.0,16.47,0.0,0.0,5-10%
ORD-100264,2024-06-01,2024-Q2,North,Dana Whitfield,Concrete & Masonry,Concrete Block 8x8x16,General Contractor,Medium,964,23.55,0.0101,22702.2,Won,23.31,22470.84,18.37,17708.68,4762.16,0-5%
ORD-104975,2024-06-01,2024-Q2,West,Sam Kowalski,Roofing,Architectural Shingles (sq),Government/Municipal,Large,632,98.16,0.0803,62037.12,Won,90.28,57056.96,68.71,43424.72,13632.24,5-10%
ORD-100361,2024-06-01,2024-Q2,North,Dana Whitfield,Lumber,"Plywood CDX 3/4""",General Contractor,Medium,1733,6.1,0.0791,10571.3,Won,5.62,9739.46,5.25,9098.25,641.21,5-10%
ORD-100312,2024-06-02,2024-Q2,North,Tom Becker,Drywall,Joint Compound 4.5gal,General Contractor,Medium,811,14.06,0.0694,11402.66,Won,13.08,10607.88,11.53,9350.83,1257.05,5-10%
ORD-101889,2024-06-02,2024-Q2,South,Kayla Mendez,Hardware & Fasteners,"Deck Screws #9 x 2.5""",Retailer,Small,437,3.55,0.1101,1551.35,Won,3.16,1380.92,2.98,1302.26,78.66,10-15%
ORD-106626,2024-06-02,2024-Q2,Central,DerekSullivan,Windows & Doors,Fiberglass Entry Door,Homebuilder,Medium,72,280.39,0.0699,20188.08,Won,260.8,18777.6,185.06,13324.32,5453.28,5-10%
ORD-104954,2024-06-02,2024-Q2,West,Julia Reyes,Roofing,Standing Seam Metal Panel,General Contractor,Large,388,90.51,0.1121,35117.88,Lost,80.37,0.0,63.36,0.0,0.0,10-15%
ORD-103345,2024-06-02,2024-Q2,East,Andre Coleman,Windows & Doors,Commercial Storefront Unit,Retailer,Large,196,307.55,0.0386,60279.8,Lost,295.67,0.0,202.98,0.0,0.0,0-5%
ORD-104961,2024-06-02,2024-Q2,West,Ava Thornton,Concrete & Masonry,Rebar #4 20ft,Homebuilder,Medium,959,21.43,0.0865,20551.37,Won,19.58,18777.22,16.72,16034.48,2742.74,5-10%
ORD-101895,2024-06-02,2024-Q2,South,Wade Hutchins,Flooring,LVP Waterproof (sqft),Retailer,Medium,510,43.26,0.0792,22062.6,Lost,39.83,0.0,29.42,0.0,0.0,5-10%
ORD-101881,2024-06-02,2024-Q2,South,Sharon Dell,Flooring,Engineered Hardwood Oak,Retailer,Medium,479,39.21,0.1103,18781.59,Won,34.88,16707.52,26.66,12770.14,3937.38,10-15%
ORD-103236,2024-06-02,2024-Q2,East,Rachel Lindqvist,Lumber,LVL Beam 1.75x11.875,Homebuilder,Medium,1179,5.44,0.0591,6413.76,Lost,5.12,0.0,4.68,0.0,0.0,5-10%
ORD-106534,2024-06-02,2024-Q2,Central,Bianca Ruiz,Drywall,Drywall Tape 500ft,DIY/Individual,Small,287,12.06,0.0254,3461.22,Won,11.75,3372.25,9.89,2838.43,533.82,0-5%
ORD-100296,2024-06-02,2024-Q2,North,Grant Holloway,Drywall,Drywall Tape 500ft,General Contractor,Small,256,13.65,0.0498,3494.4,Won,12.97,3320.32,11.19,2864.64,455.68,0-5%
ORD-105035,2024-06-02,2024-Q2,West,Cole Sanderson,Roofing,TPO Membrane 60mil,General Contractor,Large,320,93.54,0.0843,29932.8,Lost,85.65,0.0,65.48,0.0,0.0,5-10%
ORD-105005,2024-06-03,2024-Q2,West,Sam Kowalski,Flooring,Engineered Hardwood Oak,DIY/Individual,Medium,198,47.55,0.0184,9414.9,Won,46.68,9242.64,32.33,6401.34,2841.3,0-5%
ORD-103265,2024-06-03,2024-Q2,East,Nina Abrams,Insulation,Spray Foam Kit 600bf,General Contractor,Medium,652,30.37,0.0491,19801.24,Won,28.88,18829.76,23.08,15048.16,3781.6,0-5%
ORD-101909,2024-06-03,2024-Q2,South,Sharon Dell,Drywall,"Drywall 1/2"" 4x8",Homebuilder,Medium,562,15.23,0.0931,8559.26,Lost,13.81,0.0,12.49,0.0,0.0,5-10%
ORD-103282,2024-06-03,2024-Q2,East,Andre Coleman,Insulation,Rigid Foam R-10 4x8,Government/Municipal,Medium,899,24.58,0.0545,22097.42,Won,23.24,20892.76,18.68,16793.32,4099.44,5-10%
ORD-100225,2024-06-03,2024-Q2,North,Elena Vasquez,Roofing,Standing Seam Metal Panel,Retailer,Large,302,83.95,0.0171,25352.9,Won,82.51,24918.02,58.77,17748.54,7169.48,0-5%
ORD-100371,2024-06-03,2024-Q2,North,Marcus Preston,Roofing,Underlayment Synthetic,General Contractor,Large,433,105.43,0.0253,45651.19,Lost,102.77,0.0,73.8,0.0,0.0,0-5%
ORD-102024,2024-06-03,2024-Q2,South,Travis Buford,Drywall,"Cement Board 1/2""",Retailer,Medium,992,14.87,0.0633,14751.04,Won,13.93,13818.56,12.19,12092.48,1726.08,5-10%
ORD-101925,2024-06-04,2024-Q2,South,Miguel Santos,Hardware & Fasteners,"Structural Screws 6""",DIY/Individual,Small,181,3.07,0.1197,555.67,Won,2.7,488.7,2.58,466.98,21.72,10-15%
ORD-103359,2024-06-04,2024-Q2,East,Devon Park,Windows & Doors,Fiberglass Entry Door,Homebuilder,Large,274,317.49,0.0769,86992.26,Lost,293.08,0.0,209.54,0.0,0.0,5-10%
ORD-106484,2024-06-04,2024-Q2,Central,Hannah Voss,Hardware & Fasteners,"Structural Screws 6""",Retailer,Small,471,2.77,0.049,1304.67,Won,2.63,1238.73,2.33,1097.43,141.3,0-5%
ORD-103382,2024-06-04,2024-Q2,East,Rachel Lindqvist,Roofing,Architectural Shingles (sq),Homebuilder,Large,430,95.42,0.1274,41030.6,Won,83.26,35801.8,66.79,28719.7,7082.1,10-15%
ORD-103356,2024-06-04,2024-Q2,East,Nina Abrams,Drywall,"Moisture-Resist 5/8"" 4x12",DIY/Individual,Small,309,11.42,0.0753,3528.78,Lost,10.56,0.0,9.36,0.0,0.0,5-10%
ORD-103398,2024-06-04,2024-Q2,East,Nina Abrams,Roofing,Standing Seam Metal Panel,Government/Municipal,Large,409,98.34,0.029,40221.06,Lost,95.49,0.0,68.84,0.0,0.0,0-5%
ORD-106603,2024-06-04,2024-Q2,Central,Leo Castellano,Roofing,Standing Seam Metal Panel,Government/Municipal,Medium,175,92.08,0.0452,16114.0,Won,87.92,15386.0,64.46,11280.5,4105.5,0-5%
ORD-103243,2024-06-04,2024-Q2,East,Nina Abrams,Lumber,"OSB Sheathing 7/16""",Homebuilder,Medium,2023,5.46,0.1097,11045.58,Won,4.86,9831.78,4.7,9508.1,323.68,10-15%
ORD-100220,2024-06-04,2024-Q2,North,Tom Becker,Flooring,Engineered Hardwood Oak,Retailer,Large,597,50.46,0.0472,30124.62,Won,48.08,28703.76,34.31,20483.07,8220.69,0-5%
ORD-100330,2024-06-04,2024-Q2,North,Dana Whitfield,Lumber,LVL Beam 1.75x11.875,Homebuilder,Medium,2428,5.57,0.0,13523.96,Won,5.57,13523.96,4.79,11630.12,1893.84,0-5%
ORD-100320,2024-06-04,2024-Q2,North,Elena Vasquez,Concrete & Masonry,Concrete Mix 80lb,Retailer,Medium,666,20.1,0.0164,13386.6,Lost,19.77,0.0,15.68,0.0,0.0,0-5%
ORD-100249,2024-06-04,2024-Q2,North,Priya Nadella,Drywall,"Moisture-Resist 5/8"" 4x12",General Contractor,Medium,647,14.12,0.0433,9135.64,Won,13.51,8740.97,11.58,7492.26,1248.71,0-5%
ORD-103319,2024-06-04,2024-Q2,East,Sofia Marchetti,Hardware & Fasteners,"Structural Screws 6""",DIY/Individual,Small,484,3.06,0.0366,1481.04,Won,2.95,1427.8,2.57,1243.88,183.92,0-5%
ORD-103255,2024-06-05,2024-Q2,East,Devon Park,Concrete & Masonry,Rebar #4 20ft,Homebuilder,Large,1717,22.01,0.0752,37791.17,Lost,20.36,0.0,17.17,0.0,0.0,5-10%
ORD-102045,2024-06-05,2024-Q2,South,Travis Buford,Concrete & Masonry,Concrete Block 8x8x16,DIY/Individual,Medium,299,22.23,0.0963,6646.77,Lost,20.09,0.0,17.34,0.0,0.0,5-10%
ORD-100207,2024-06-05,2024-Q2,North,Elena Vasquez,Windows & Doors,Commercial Storefront Unit,Homebuilder,Small,12,302.4,0.0372,3628.8,Won,291.15,3493.8,199.58,2394.96,1098.84,0-5%
ORD-103233,2024-06-05,2024-Q2,East,Rachel Lindqvist,Drywall,Drywall Tape 500ft,General Contractor,Medium,1316,14.86,0.1112,19555.76,Won,13.21,17384.36,12.19,16042.04,1342.32,10-15%
ORD-101956,2024-06-05,2024-Q2,South,Sharon Dell,Insulation,Blown-In Cellulose,Homebuilder,Medium,769,27.56,0.1414,21193.64,Won,23.66,18194.54,20.95,16110.55,2083.99,10-15%
ORD-100205,2024-06-05,2024-Q2,North,Elena Vasquez,Hardware & Fasteners,"Anchor Bolts 5/8""",Homebuilder,Small,1247,3.06,0.0525,3815.82,Won,2.9,3616.3,2.57,3204.79,411.51,5-10%
ORD-100274,2024-06-05,2024-Q2,North,Grant Holloway,Windows & Doors,Impact-Rated Window,Retailer,Medium,44,323.69,0.0,14242.36,Won,323.69,14242.36,213.64,9400.16,4842.2,0-5%
ORD-106485,2024-06-05,2024-Q2,Central,Bianca Ruiz,Lumber,2x4 SPF Stud 8ft,Government/Municipal,Medium,2918,6.82,0.0778,19900.76,Lost,6.29,0.0,5.87,0.0,0.0,5-10%
ORD-100255,2024-06-05,2024-Q2,North,Grant Holloway,Roofing,TPO Membrane 60mil,General Contractor,Large,451,106.11,0.0793,47855.61,Won,97.7,44062.7,74.28,33500.28,10562.42,5-10%
ORD-106607,2024-06-05,2024-Q2,Central,Owen Fletcher,Drywall,"Drywall 1/2"" 4x8",Homebuilder,Medium,1507,14.01,0.062,21113.07,Lost,13.14,0.0,11.49,0.0,0.0,5-10%
ORD-106507,2024-06-05,2024-Q2,Central,Hannah Voss,Concrete & Masonry,Concrete Mix 80lb,DIY/Individual,Small,237,20.5,0.0174,4858.5,Lost,20.14,0.0,15.99,0.0,0.0,0-5%
ORD-101991,2024-06-06,2024-Q2,South,Kayla Mendez,Lumber,LVL Beam 1.75x11.875,Government/Municipal,Medium,2520,6.33,0.0769,15951.6,Lost,5.84,0.0,5.44,0.0,0.0,5-10%
ORD-106566,2024-06-06,2024-Q2,Central,Hannah Voss,Roofing,Standing Seam Metal Panel,General Contractor,Large,328,93.78,0.0512,30759.84,Lost,88.97,0.0,65.65,0.0,0.0,5-10%
ORD-104945,2024-06-06,2024-Q2,West,Sam Kowalski,Roofing,Underlayment Synthetic,Homebuilder,Medium,66,92.69,0.0456,6117.54,Lost,88.47,0.0,64.88,0.0,0.0,0-5%
ORD-103351,2024-06-06,2024-Q2,East,Devon Park,Windows & Doors,Vinyl Double-Hung Window,General Contractor,Large,172,317.11,0.0339,54542.92,Lost,306.35,0.0,209.29,0.0,0.0,0-5%
ORD-104935,2024-06-06,2024-Q2,West,Ava Thornton,Roofing,Ridge Vent 4ft,Retailer,Medium,209,92.24,0.0649,19278.16,Won,86.25,18026.25,64.57,13495.13,4531.12,5-10%
ORD-100243,2024-06-06,2024-Q2,North,Priya Nadella,Roofing,TPO Membrane 60mil,Homebuilder,Large,346,113.05,0.0029,39115.3,Won,112.73,39004.58,79.13,27378.98,11625.6,0-5%
ORD-103253,2024-06-06,2024-Q2,East,Andre Coleman,Drywall,Joint Compound 4.5gal,Government/Municipal,Medium,1236,14.56,0.0509,17996.16,Won,13.82,17081.52,11.94,14757.84,2323.68,5-10%
ORD-100270,2024-06-06,2024-Q2,North,Dana Whitfield,Flooring,LVP Waterproof (sqft),General Contractor,Medium,401,37.77,0.063,15145.77,Won,35.39,14191.39,25.68,10297.68,3893.71,5-10%
ORD-103332,2024-06-07,2024-Q2,East,Rachel Lindqvist,Concrete & Masonry,Concrete Mix 80lb,Homebuilder,Large,1491,25.1,0.075,37424.1,Won,23.22,34621.02,19.58,29193.78,5427.24,5-10%
ORD-106491,2024-06-07,2024-Q2,Central,Leo Castellano,Lumber,2x6 Pressure-Treated 12ft,Homebuilder,Small,569,5.9,0.0836,3357.1,Won,5.41,3078.29,5.07,2884.83,193.46,5-10%
ORD-103349,2024-06-07,2024-Q2,East,Nina Abrams,Roofing,Standing Seam Metal Panel,Government/Municipal,Small,49,96.84,0.1126,4745.16,Lost,85.93,0.0,67.79,0.0,0.0,10-15%
ORD-100228,2024-06-07,2024-Q2,North,Tom Becker,Flooring,Laminate 12mm,Government/Municipal,Medium,240,46.63,0.0646,11191.2,Lost,43.62,0.0,31.71,0.0,0.0,5-10%
ORD-104966,2024-06-07,2024-Q2,West,Cole Sanderson,Roofing,Standing Seam Metal Panel,General Contractor,Medium,227,101.2,0.0411,22972.4,Lost,97.04,0.0,70.84,0.0,0.0,0-5%
ORD-100280,2024-06-08,2024-Q2,North,Tom Becker,Concrete & Masonry,Concrete Block 8x8x16,Homebuilder,Small,182,22.38,0.0243,4073.16,Won,21.84,3974.88,17.46,3177.72,797.16,0-5%
ORD-100213,2024-06-08,2024-Q2,North,Marcus Preston,Drywall,"Moisture-Resist 5/8"" 4x12",General Contractor,Medium,607,13.31,0.0543,8079.17,Won,12.59,7642.13,10.91,6622.37,1019.76,5-10%
ORD-101943,2024-06-08,2024-Q2,South,Ronnie Prewitt,Windows & Doors,Fiberglass Entry Door,Retailer,Large,111,322.82,0.0986,35833.02,Lost,290.99,0.0,213.06,0.0,0.0,5-10%
ORD-104893,2024-06-08,2024-Q2,West,Maya Iyer,Hardware & Fasteners,"Structural Screws 6""",General Contractor,Small,330,2.6,0.0649,858.0,Won,2.43,801.9,2.18,719.4,82.5,5-10%
ORD-103283,2024-06-08,2024-Q2,East,Devon Park,Roofing,Ridge Vent 4ft,General Contractor,Medium,249,96.67,0.0531,24070.83,Lost,91.54,0.0,67.67,0.0,0.0,5-10%
ORD-106514,2024-06-08,2024-Q2,Central,Owen Fletcher,Concrete & Masonry,Concrete Block 8x8x16,Government/Municipal,Large,1748,20.32,0.0572,35519.36,Won,19.16,33491.68,15.85,27705.8,5785.88,5-10%
ORD-105028,2024-06-08,2024-Q2,West,Cole Sanderson,Hardware & Fasteners,Joist Hangers 2x8,Government/Municipal,Small,883,2.8,0.1167,2472.4,Won,2.47,2181.01,2.35,2075.05,105.96,10-15%
ORD-102038,2024-06-08,2024-Q2,South,Sharon Dell,Lumber,"Plywood CDX 3/4""",Homebuilder,Medium,1136,5.67,0.0927,6441.12,Won,5.14,5839.04,4.88,5543.68,295.36,5-10%
ORD-100251,2024-06-08,2024-Q2,North,Marcus Preston,Windows & Doors,Fiberglass Entry Door,Government/Municipal,Medium,49,295.97,0.088,14502.53,Won,269.93,13226.57,195.34,9571.66,3654.91,5-10%
ORD-103305,2024-06-08,2024-Q2,East,Sofia Marchetti,Lumber,2x6 Pressure-Treated 12ft,DIY/Individual,Small,265,6.0,0.0604,1590.0,Lost,5.64,0.0,5.16,0.0,0.0,5-10%
ORD-104996,2024-06-09,2024-Q2,West,Sam Kowalski,Concrete & Masonry,Concrete Mix 80lb,Homebuilder,Large,1678,24.52,0.0866,41144.56,Lost,22.4,0.0,19.13,0.0,0.0,5-10%
ORD-101887,2024-06-09,2024-Q2,South,Travis Buford,Roofing,Standing Seam Metal Panel,General Contractor,Large,432,88.21,0.1239,38106.72,Lost,77.28,0.0,61.75,0.0,0.0,10-15%
ORD-103342,2024-06-09,2024-Q2,East,Rachel Lindqvist,Insulation,Fiberglass Batt R-13,General Contractor,Small,131,30.73,0.0478,4025.63,Won,29.26,3833.06,23.35,3058.85,774.21,0-5%
ORD-104913,2024-06-09,2024-Q2,West,Maya Iyer,Windows & Doors,Impact-Rated Window,Homebuilder,Medium,54,310.01,0.0,16740.54,Won,310.01,16740.54,204.61,11048.94,5691.6,0-5%
ORD-103354,2024-06-09,2024-Q2,East,Rachel Lindqvist,Windows & Doors,Vinyl Double-Hung Window,Government/Municipal,Medium,18,322.04,0.0897,5796.72,Won,293.15,5276.7,212.55,3825.9,1450.8,5-10%
ORD-100331,2024-06-09,2024-Q2,North,Grant Holloway,Insulation,Rigid Foam R-10 4x8,Retailer,Small,60,30.89,0.0628,1853.4,Lost,28.95,0.0,23.48,0.0,0.0,5-10%
ORD-101891,2024-06-09,2024-Q2,South,Miguel Santos,Concrete & Masonry,Portland Cement 94lb,DIY/Individual,Medium,232,26.22,0.0374,6083.04,Lost,25.24,0.0,20.45,0.0,0.0,0-5%
ORD-106632,2024-06-09,2024-Q2,Central,Leo Castellano,Flooring,Carpet Tile Commercial,General Contractor,Medium,155,43.47,0.0444,6737.85,Lost,41.54,0.0,29.56,0.0,0.0,0-5%
ORD-100198,2024-06-09,2024-Q2,North,Elena Vasquez,Concrete & Masonry,Rebar #4 20ft,General Contractor,Medium,565,22.17,0.0925,12526.05,Won,20.12,11367.8,17.29,9768.85,1598.95,5-10%
ORD-103252,2024-06-09,2024-Q2,East,Nina Abrams,Flooring,Porcelain Tile 24x24,Retailer,Small,69,50.37,0.0631,3475.53,Won,47.19,3256.11,34.25,2363.25,892.86,5-10%
ORD-103346,2024-06-09,2024-Q2,East,Rachel Lindqvist,Windows & Doors,Commercial Storefront Unit,Homebuilder,Enterprise,299,344.6,0.0317,103035.4,Won,333.67,99767.33,227.44,68004.56,31762.77,0-5%
ORD-104867,2024-06-09,2024-Q2,West,Maya Iyer,Flooring,Porcelain Tile 24x24,Retailer,Large,627,44.99,0.069,28208.73,Lost,41.88,0.0,30.59,0.0,0.0,5-10%
ORD-101934,2024-06-09,2024-Q2,South,Miguel Santos,Drywall,"Cement Board 1/2""",Homebuilder,Medium,940,13.62,0.0676,12802.8,Won,12.7,11938.0,11.17,10499.8,1438.2,5-10%
